item|part|tier|name|rarity|vaulted
Soma Prime|Stock|Meso|S1|Rare|Yes
Spira Prime|Blade|Meso|S6|Rare|Yes
Spira Prime|Blade|Axi|V9|Uncommon|Yes
Spira Prime|Blade|Neo|S10|Uncommon|Yes
Spira Prime|Blade|Lith|S5|Rare|Yes
Spira Prime|Blade|Neo|S3|Rare|Yes
Spira Prime|Blueprint|Meso|V3|Common|Yes
Spira Prime|Blueprint|Neo|S13|Common|Yes
Spira Prime|Blueprint|Lith|V4|Common|Yes
Spira Prime|Blueprint|Lith|C5|Common|Yes
Spira Prime|Blueprint|Lith|N2|Common|Yes
Spira Prime|Blueprint|Meso|S9|Common|Yes
Spira Prime|Blueprint|Meso|V1|Common|Yes
Spira Prime|Blueprint|Meso|V5|Common|Yes
Spira Prime|Pouch|Axi|S5|Rare|Yes
Spira Prime|Pouch|Lith|S1|Rare|Yes
Spira Prime|Pouch|Meso|S9|Rare|Yes
Spira Prime|Pouch|Lith|S3|Rare|Yes
Spira Prime|Pouch|Meso|S3|Rare|Yes
Spira Prime|Pouch|Neo|S8|Rare|Yes
Spira Prime|Pouch|Lith|S6|Rare|Yes
Stradavar Prime|Barrel|Neo|I2|Uncommon|No
Stradavar Prime|Barrel|Lith|M5|Uncommon|No
Stradavar Prime|Barrel|Lith|M4|Uncommon|Yes
Stradavar Prime|Barrel|Meso|E3|Uncommon|Yes
Stradavar Prime|Blueprint|Lith|S10|Rare|No
Stradavar Prime|Blueprint|Neo|S11|Rare|Yes
Stradavar Prime|Blueprint|Lith|S8|Rare|Yes
Stradavar Prime|Blueprint|Neo|S12|Rare|Yes
Stradavar Prime|Receiver|Axi|A10|Common|No
Stradavar Prime|Receiver|Axi|W1|Common|No
Stradavar Prime|Receiver|Meso|Z3|Common|Yes
Stradavar Prime|Receiver|Lith|W2|Common|Yes
Stradavar Prime|Stock|Axi|B3|Common|No
Stradavar Prime|Stock|Lith|P3|Common|No
Stradavar Prime|Stock|Axi|R3|Common|Yes
Stradavar Prime|Stock|Meso|C5|Common|Yes
Stradavar Prime|Stock|Axi|T2|Common|Yes
Sybaris Prime|Barrel|Axi|S6|Rare|Yes
Sybaris Prime|Barrel|Lith|S7|Rare|Yes
Sybaris Prime|Barrel|Meso|S5|Rare|Yes
Sybaris Prime|Barrel|Meso|S8|Rare|Yes
Sybaris Prime|Barrel|Meso|S7|Rare|Yes
Sybaris Prime|Blueprint|Neo|N8|Common|Yes
Sybaris Prime|Blueprint|Neo|N11|Common|Yes
Sybaris Prime|Blueprint|Meso|Z2|Common|Yes
Sybaris Prime|Blueprint|Axi|B2|Common|Yes
Sybaris Prime|Blueprint|Lith|C3|Common|Yes
Sybaris Prime|Blueprint|Axi|K2|Common|Yes
Sybaris Prime|Receiver|Neo|N6|Uncommon|Yes
Sybaris Prime|Receiver|Neo|G3|Uncommon|Yes
Sybaris Prime|Receiver|Axi|C4|Uncommon|Yes
Sybaris Prime|Receiver|Neo|S7|Uncommon|Yes
Sybaris Prime|Stock|Axi|K4|Common|Yes
Sybaris Prime|Stock|Meso|A1|Common|Yes
Sybaris Prime|Stock|Lith|S9|Common|Yes
Sybaris Prime|Stock|Lith|P1|Common|Yes
Sybaris Prime|Stock|Lith|N3|Common|Yes
Tekko Prime|Blade|Neo|T2|Rare|No
Tekko Prime|Blueprint|Meso|E4|Uncommon|No
Tekko Prime|Blueprint|Lith|L2|Uncommon|Yes
Tekko Prime|Gauntlet|Meso|N9|Common|No
Tekko Prime|Gauntlet|Axi|C5|Common|No
Tekko Prime|Gauntlet|Meso|W1|Common|Yes
Tekko Prime|Gauntlet|Axi|G4|Common|Yes
Tiberon Prime|Barrel|Meso|T1|Rare|Yes
Tiberon Prime|Blueprint|Neo|R2|Uncommon|Yes
Tiberon Prime|Blueprint|Axi|L2|Uncommon|Yes
Tiberon Prime|Blueprint|Axi|O4|Uncommon|Yes
Tiberon Prime|Blueprint|Lith|K3|Uncommon|Yes
Tiberon Prime|Blueprint|Axi|O2|Uncommon|Yes
Tiberon Prime|Blueprint|Lith|A3|Uncommon|Yes
Tiberon Prime|Receiver|Axi|P2|Common|Yes
Tiberon Prime|Receiver|Axi|K3|Common|Yes
Tiberon Prime|Receiver|Meso|R1|Common|Yes
Tiberon Prime|Receiver|Meso|O2|Common|Yes
Tiberon Prime|Receiver|Axi|D1|Common|Yes
Tiberon Prime|Stock|Meso|T3|Rare|Yes
Tiberon Prime|Stock|Meso|T2|Rare|Yes
Tiberon Prime|Stock|Lith|T2|Rare|Yes
Tigris Prime|Barrel|Axi|S6|Uncommon|Yes
Tigris Prime|Barrel|Lith|V4|Uncommon|Yes
Tigris Prime|Barrel|Lith|K1|Uncommon|Yes
Tigris Prime|Barrel|Neo|B4|Uncommon|Yes
Tigris Prime|Barrel|Neo|H1|Uncommon|Yes
Tigris Prime|Barrel|Lith|V3|Uncommon|Yes
Tigris Prime|Blueprint|Axi|T1|Rare|Yes
Tigris Prime|Blueprint|Lith|T3|Rare|Yes
Tigris Prime|Blueprint|Lith|T1|Rare|Yes
Tigris Prime|Blueprint|Neo|T1|Rare|Yes
Tigris Prime|Receiver|Meso|S6|Uncommon|Yes
Tigris Prime|Receiver|Meso|N5|Uncommon|Yes
Tigris Prime|Receiver|Meso|K1|Uncommon|Yes
Tigris Prime|Receiver|Lith|S9|Uncommon|Yes
Tigris Prime|Receiver|Neo|V3|Uncommon|Yes
Tigris Prime|Receiver|Meso|T2|Uncommon|Yes
Tigris Prime|Receiver|Neo|S6|Uncommon|Yes
Tigris Prime|Receiver|Axi|V5|Uncommon|Yes
Tigris Prime|Stock|Meso|S1|Common|Yes
Tigris Prime|Stock|Neo|N11|Common|Yes
Tigris Prime|Stock|Lith|B2|Common|Yes
Tigris Prime|Stock|Neo|B2|Common|Yes
Tigris Prime|Stock|Neo|V4|Common|Yes
Tipedo Prime|Blueprint|Meso|N10|Common|No
Tipedo Prime|Blueprint|Meso|L1|Common|Yes
Tipedo Prime|Blueprint|Meso|A2|Common|Yes
Tipedo Prime|Blueprint|Meso|W1|Common|Yes
Tipedo Prime|Blueprint|Meso|C5|Common|Yes
Tipedo Prime|Blueprint|Lith|P2|Common|Yes
Tipedo Prime|Handle|Axi|T4|Rare|No
Tipedo Prime|Handle|Axi|T2|Rare|Yes
Tipedo Prime|Handle|Axi|T3|Rare|Yes
Tipedo Prime|Ornament|Axi|C5|Uncommon|No
Tipedo Prime|Ornament|Axi|A6|Uncommon|Yes
Tipedo Prime|Ornament|Axi|G2|Uncommon|Yes
Tipedo Prime|Ornament|Neo|N10|Uncommon|Yes
Titania Prime|Blueprint|Lith|M5|Uncommon|No
Titania Prime|Chassis Blueprint|Neo|M3|Common|No
Titania Prime|Chassis Blueprint|Meso|I1|Common|No
Titania Prime|Neuroptics Blueprint|Meso|E4|Uncommon|No
Titania Prime|Systems Blueprint|Neo|T3|Rare|No
Titania Prime|Systems Blueprint|Axi|T5|Rare|Yes
Trinity Prime|Blueprint|Lith|K4|Uncommon|No
Trinity Prime|Blueprint|Axi|S1|Uncommon|Yes
Trinity Prime|Blueprint|Meso|S4|Uncommon|Yes
Trinity Prime|Blueprint|Lith|K1|Uncommon|Yes
Trinity Prime|Blueprint|Neo|N6|Uncommon|Yes
Trinity Prime|Chassis Blueprint|Axi|S7|Uncommon|No
Trinity Prime|Chassis Blueprint|Lith|S4|Uncommon|Yes
Trinity Prime|Chassis Blueprint|Axi|H1|Uncommon|Yes
Trinity Prime|Chassis Blueprint|Axi|H2|Uncommon|Yes
Trinity Prime|Chassis Blueprint|Neo|S1|Uncommon|Yes
Trinity Prime|Neuroptics Blueprint|Meso|D5|Common|No
Trinity Prime|Neuroptics Blueprint|Neo|D1|Uncommon|Yes
Trinity Prime|Neuroptics Blueprint|Axi|C1|Common|Yes
Trinity Prime|Neuroptics Blueprint|Axi|V3|Common|Yes
Trinity Prime|Neuroptics Blueprint|Neo|S6|Common|Yes
Trinity Prime|Neuroptics Blueprint|Neo|N7|Common|Yes
Trinity Prime|Systems Blueprint|Neo|N12|Common|No
Trinity Prime|Systems Blueprint|Axi|C2|Common|Yes
Trinity Prime|Systems Blueprint|Axi|V4|Common|Yes
Trinity Prime|Systems Blueprint|Neo|B1|Common|Yes
Trinity Prime|Systems Blueprint|Axi|V2|Common|Yes
Trinity Prime|Systems Blueprint|Axi|A1|Common|Yes
Trinity Prime|Systems Blueprint|Axi|V3|Common|Yes
Valkyr Prime|Blueprint|Axi|V7|Common|Yes
Valkyr Prime|Blueprint|Meso|N8|Common|Yes
Valkyr Prime|Blueprint|Lith|N3|Common|Yes
Valkyr Prime|Blueprint|Meso|S3|Common|Yes
Valkyr Prime|Blueprint|Lith|A2|Common|Yes
Valkyr Prime|Blueprint|Axi|V9|Common|Yes
Valkyr Prime|Blueprint|Neo|K1|Common|Yes
Valkyr Prime|Blueprint|Meso|S6|Common|Yes
Valkyr Prime|Blueprint|Lith|T2|Common|Yes
Valkyr Prime|Chassis Blueprint|Neo|V7|Rare|Yes
Valkyr Prime|Chassis Blueprint|Axi|V5|Rare|Yes
Valkyr Prime|Chassis Blueprint|Axi|V6|Rare|Yes
Valkyr Prime|Chassis Blueprint|Lith|V6|Rare|Yes
Valkyr Prime|Neuroptics Blueprint|Meso|C2|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Lith|S6|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Neo|N7|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Lith|C5|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Meso|V4|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Meso|N8|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Lith|T1|Uncommon|Yes
Valkyr Prime|Neuroptics Blueprint|Meso|D2|Uncommon|Yes
Valkyr Prime|Systems Blueprint|Axi|V9|Uncommon|Yes
Valkyr Prime|Systems Blueprint|Meso|V3|Rare|Yes
Valkyr Prime|Systems Blueprint|Lith|V5|Rare|Yes
Valkyr Prime|Systems Blueprint|Lith|V3|Rare|Yes
Vasto Prime|Barrel|Axi|S7|Common|No
Vasto Prime|Barrel|Axi|A5|Common|No
Vasto Prime|Barrel|Axi|V3|Common|Yes
Vasto Prime|Barrel|Neo|N2|Common|Yes
Vasto Prime|Barrel|Neo|D1|Common|Yes
Vasto Prime|Blueprint|Axi|A5|Uncommon|No
Vasto Prime|Blueprint|Meso|D5|Uncommon|No
Vasto Prime|Blueprint|Neo|S3|Uncommon|Yes
Vasto Prime|Receiver|Axi|A5|Common|No
Vasto Prime|Receiver|Neo|N12|Common|No
Vasto Prime|Receiver|Meso|V2|Common|Yes
Vasto Prime|Receiver|Lith|A1|Common|Yes
Vauban Prime|Blueprint|Lith|F2|Rare|Yes
Vauban Prime|Blueprint|Neo|V2|Rare|Yes
Vauban Prime|Blueprint|Meso|V6|Uncommon|Yes
Vauban Prime|Chassis Blueprint|Lith|V4|Rare|Yes
Vauban Prime|Chassis Blueprint|Axi|V1|Rare|Yes
Vauban Prime|Chassis Blueprint|Meso|V4|Rare|Yes
Vauban Prime|Chassis Blueprint|Neo|V6|Rare|Yes
Vauban Prime|Chassis Blueprint|Neo|A4|Common|Yes
Vauban Prime|Neuroptics Blueprint|Neo|V3|Rare|Yes
Vauban Prime|Neuroptics Blueprint|Meso|N2|Rare|Yes
Vauban Prime|Neuroptics Blueprint|Neo|V5|Rare|Yes
Vauban Prime|Neuroptics Blueprint|Lith|V7|Rare|Yes
Vauban Prime|Systems Blueprint|Neo|N2|Rare|Yes
Vauban Prime|Systems Blueprint|Lith|V8|Rare|Yes
Vauban Prime|Systems Blueprint|Lith|V2|Rare|Yes
Vectis Prime|Barrel|Neo|N1|Common|Yes
Vectis Prime|Barrel|Axi|C1|Common|Yes
Vectis Prime|Barrel|Lith|V7|Common|Yes
Vectis Prime|Barrel|Axi|T1|Common|Yes
Vectis Prime|Barrel|Axi|H1|Common|Yes
Vectis Prime|Blueprint|Neo|A4|Uncommon|Yes
Vectis Prime|Blueprint|Neo|A1|Uncommon|Yes
Vectis Prime|Blueprint|Lith|A1|Uncommon|Yes
Vectis Prime|Receiver|Meso|V6|Rare|Yes
Vectis Prime|Receiver|Meso|V1|Rare|Yes
Vectis Prime|Stock|Axi|V3|Rare|Yes
Vectis Prime|Stock|Lith|V8|Uncommon|Yes
Vectis Prime|Stock|Axi|V4|Rare|Yes
Vectis Prime|Stock|Neo|B1|Uncommon|Yes
Vectis Prime|Stock|Axi|V2|Rare|Yes
Venka Prime|Blades|Axi|V5|Common|Yes
Venka Prime|Blades|Meso|G1|Common|Yes
Venka Prime|Blades|Lith|V4|Common|Yes
Venka Prime|Blades|Meso|S7|Common|Yes
Venka Prime|Blades|Neo|N7|Common|Yes
Venka Prime|Blades|Lith|C2|Common|Yes
Venka Prime|Blades|Lith|V6|Common|Yes
Venka Prime|Blades|Axi|S5|Common|Yes
Venka Prime|Blueprint|Neo|N4|Uncommon|Yes
Venka Prime|Blueprint|Neo|B2|Uncommon|Yes
Venka Prime|Blueprint|Lith|C5|Uncommon|Yes
Venka Prime|Blueprint|Axi|O3|Uncommon|Yes
Venka Prime|Gauntlet|Meso|V5|Rare|Yes
Venka Prime|Gauntlet|Neo|V4|Rare|Yes
Venka Prime|Gauntlet|Axi|V9|Rare|Yes
Venka Prime|Gauntlet|Axi|V7|Rare|Yes
Volt Prime|Blueprint|Neo|O1|Common|No
Volt Prime|Blueprint|Axi|N3|Uncommon|Yes
Volt Prime|Blueprint|Lith|O2|Common|Yes
Volt Prime|Blueprint|Neo|V1|Uncommon|Yes
Volt Prime|Chassis Blueprint|Axi|V8|Uncommon|No
Volt Prime|Chassis Blueprint|Meso|V3|Uncommon|Yes
Volt Prime|Chassis Blueprint|Meso|V2|Uncommon|Yes
Volt Prime|Chassis Blueprint|Meso|O3|Uncommon|Yes
Volt Prime|Neuroptics Blueprint|Axi|V8|Rare|No
Volt Prime|Neuroptics Blueprint|Neo|V8|Rare|Yes
Volt Prime|Neuroptics Blueprint|Axi|V1|Uncommon|Yes
Volt Prime|Systems Blueprint|Neo|O1|Uncommon|No
Volt Prime|Systems Blueprint|Lith|V1|Uncommon|Yes
Volt Prime|Systems Blueprint|Axi|L4|Uncommon|Yes
Wukong Prime|Blueprint|Axi|W1|Rare|No
Wukong Prime|Blueprint|Lith|W1|Rare|Yes
Wukong Prime|Blueprint|Meso|W1|Rare|Yes
Wukong Prime|Blueprint|Lith|W2|Rare|Yes
Wukong Prime|Chassis Blueprint|Meso|K3|Uncommon|No
Wukong Prime|Chassis Blueprint|Axi|A10|Uncommon|No
Wukong Prime|Chassis Blueprint|Lith|K3|Uncommon|Yes
Wukong Prime|Chassis Blueprint|Neo|S12|Uncommon|Yes
Wukong Prime|Chassis Blueprint|Meso|B4|Uncommon|Yes
Wukong Prime|Neuroptics Blueprint|Lith|D2|Common|No
Wukong Prime|Neuroptics Blueprint|Neo|T2|Common|No
Wukong Prime|Neuroptics Blueprint|Axi|T4|Common|No
Wukong Prime|Neuroptics Blueprint|Neo|I1|Common|Yes
Wukong Prime|Neuroptics Blueprint|Axi|G2|Common|Yes
Wukong Prime|Systems Blueprint|Axi|A11|Uncommon|No
Wukong Prime|Systems Blueprint|Neo|I2|Uncommon|No
Wukong Prime|Systems Blueprint|Axi|P3|Uncommon|Yes
Wukong Prime|Systems Blueprint|Meso|K2|Uncommon|Yes
Wukong Prime|Systems Blueprint|Axi|R3|Uncommon|Yes
Wyrm Prime|Blueprint|Neo|E1|Common|Yes
Wyrm Prime|Blueprint|Neo|V8|Common|Yes
Wyrm Prime|Blueprint|Axi|S2|Common|Yes
Wyrm Prime|Carapace|Axi|L4|Common|Yes
Wyrm Prime|Carapace|Axi|L1|Common|Yes
Wyrm Prime|Cerebrum|Lith|O2|Common|Yes
Wyrm Prime|Cerebrum|Lith|G2|Common|Yes
Wyrm Prime|Systems|Meso|E1|Uncommon|Yes
Wyrm Prime|Systems|Meso|O3|Uncommon|Yes
Zephyr Prime|Blueprint|Neo|Z2|Rare|Yes
Zephyr Prime|Blueprint|Neo|Z1|Rare|Yes
Zephyr Prime|Blueprint|Neo|Z4|Rare|Yes
Zephyr Prime|Blueprint|Meso|Z1|Rare|Yes
Zephyr Prime|Chassis Blueprint|Axi|O3|Uncommon|Yes
Zephyr Prime|Chassis Blueprint|Neo|K1|Uncommon|Yes
Zephyr Prime|Chassis Blueprint|Neo|A2|Uncommon|Yes
Zephyr Prime|Chassis Blueprint|Axi|L3|Uncommon|Yes
Zephyr Prime|Chassis Blueprint|Meso|W1|Uncommon|Yes
Zephyr Prime|Chassis Blueprint|Meso|A2|Uncommon|Yes
Zephyr Prime|Neuroptics Blueprint|Axi|A4|Common|Yes
Zephyr Prime|Neuroptics Blueprint|Lith|H2|Common|Yes
Zephyr Prime|Neuroptics Blueprint|Neo|Z3|Common|Yes
Zephyr Prime|Neuroptics Blueprint|Neo|N10|Common|Yes
Zephyr Prime|Neuroptics Blueprint|Axi|R3|Common|Yes
Zephyr Prime|Neuroptics Blueprint|Axi|O4|Common|Yes
Zephyr Prime|Neuroptics Blueprint|Lith|K2|Common|Yes
Zephyr Prime|Systems Blueprint|Lith|Z2|Rare|Yes
Zephyr Prime|Systems Blueprint|Meso|Z3|Rare|Yes
Zephyr Prime|Systems Blueprint|Lith|Z1|Rare|Yes
Zephyr Prime|Systems Blueprint|Meso|Z2|Rare|Yes
Zhuge Prime|Barrel|Neo|Z5|Rare|No
Zhuge Prime|Barrel|Neo|Z3|Rare|Yes
Zhuge Prime|Blueprint|Meso|P2|Uncommon|No
Zhuge Prime|Blueprint|Axi|T4|Uncommon|No
Zhuge Prime|Blueprint|Neo|G2|Uncommon|Yes
Zhuge Prime|Blueprint|Axi|A6|Uncommon|Yes
Zhuge Prime|Blueprint|Lith|L1|Uncommon|Yes
Zhuge Prime|Grip|Meso|P3|Common|No
Zhuge Prime|Grip|Neo|A3|Common|No
Zhuge Prime|Grip|Meso|R3|Common|Yes
Zhuge Prime|Grip|Meso|A2|Common|Yes
Zhuge Prime|Grip|Axi|P3|Common|Yes
Zhuge Prime|Receiver|Axi|B3|Uncommon|No
Zhuge Prime|Receiver|Axi|D1|Uncommon|Yes
Zhuge Prime|String|Axi|A11|Common|No
Zhuge Prime|String|Axi|T5|Common|Yes
Zhuge Prime|String|Axi|M1|Common|Yes
Zhuge Prime|String|Meso|W1|Common|Yes
Zhuge Prime|String|Neo|I1|Common|Yes
